log2FoldChange	logCPM	pvalue	padj	baseMean
ENSG00000069424.14|mRNA|KCNAB2|ENSG00000069424.14|ENSG00000069424.14|0|9534	0.106955778975597	6.68220262003081	0.282377713929465	0.579020405306753	102.693611136232
ENSG00000116251.9|mRNA|RPL22|ENSG00000116251.9|ENSG00000116251.9|0|4900	-0.255325783660629	10.1335775139042	0.0229454403389905	0.137312619434482	1123.3388916791
ENSG00000049245.12|mRNA|VAMP3|ENSG00000049245.12|ENSG00000049245.12|0|2760	0.0544206597016441	7.12646697321482	0.61593916786656	0.82362100063958	139.726995941401
ENSG00000049247.13|mRNA|UTS2|ENSG00000049247.13|ENSG00000049247.13|0|1791	0.447165366871133	3.98254715282392	0.233216016517673	0.524392062224541	15.8076077992393
ENSG00000116288.12|mRNA|PARK7|ENSG00000116288.12|ENSG00000116288.12|0|2397	-0.0410907064325425	7.88625043186563	0.78935825057777	0.911927131397061	236.59084387382
ENSG00000142599.17|mRNA|RERE|ENSG00000142599.17|ENSG00000142599.17|0|11503	-0.080398473813548	7.66069463307097	0.264071670125179	0.560368703555694	202.347979489078
ENSG00000074800.13|mRNA|ENO1|ENSG00000074800.13|ENSG00000074800.13|0|3958	0.210697185949076	8.70658763994179	0.00621484231472819	0.0561692146643917	417.776531078945
ENSG00000171608.15|mRNA|PIK3CD|ENSG00000171608.15|ENSG00000171608.15|0|6332	-0.154149008840547	7.34681486214399	0.16390276802171	0.436946754823953	162.783973816302
ENSG00000162441.11|mRNA|LZIC|ENSG00000162441.11|ENSG00000162441.11|0|2794	-0.300377862858145	6.87118468316046	0.0716071118954608	0.273291719248787	117.06651648738
ENSG00000162444.11|mRNA|RBP7|ENSG00000162444.11|ENSG00000162444.11|0|861	0.317057766867441	5.52651887326326	0.0274955890644757	0.153465624427186	46.0943773097639
ENSG00000142657.20|mRNA|PGD|ENSG00000142657.20|ENSG00000142657.20|0|2966	0.089273913952991	8.4470600280473	0.568837270402149	0.798317605775174	348.994388215569
ENSG00000120948.16|mRNA|TARDBP|ENSG00000120948.16|ENSG00000120948.16|0|6071	0.0763305641067678	6.69374242835149	0.374968068115033	0.660790362339646	103.518329289059
ENSG00000277726.4|mRNA|AL109811.4|ENSG00000277726.4|ENSG00000277726.4|0|2205	-0.00469216435358175	6.26633625898024	0.944129109473003	0.979041913731306	76.9759711644582
ENSG00000116649.9|mRNA|SRM|ENSG00000116649.9|ENSG00000116649.9|0|1898	0.0912253469892138	5.45694770961229	0.564704075236675	0.796516768843447	43.9243097375622
ENSG00000171824.13|mRNA|EXOSC10|ENSG00000171824.13|ENSG00000171824.13|0|6003	-0.201724212073552	6.38534037584854	0.0511495838073105	0.223379212947804	83.5947466026547
ENSG00000199347.1|snRNA|RNU5E-1|ENSG00000199347.1|ENSG00000199347.1|0|120	1.27046144079605	0.712396057666732	0.000648044153387674	0.010553015280236	1.63852315160653
ENSG00000201801.1|snRNA|RNU5E-4P|ENSG00000201801.1|ENSG00000201801.1|0|120	2.54548499236544	0.146060453393563	1.6296569571579e-06	8.03729952750027e-05	1.10654371973218
ENSG00000116688.16|mRNA|MFN2|ENSG00000116688.16|ENSG00000116688.16|0|4973	-0.0885101650815354	7.77157611049504	0.622846811509321	0.828675955498796	218.513122403011
ENSG00000028137.18|mRNA|TNFRSF1B|ENSG00000028137.18|ENSG00000028137.18|0|3766	-0.0600394715937744	5.85150831989168	0.707092900094935	0.875847995524786	57.7403649018545
ENSG00000116731.22|mRNA|PRDM2|ENSG00000116731.22|ENSG00000116731.22|0|10923	-0.175732886312238	7.49185596092724	0.0109606701297945	0.0838315425301527	180.000357406146
ENSG00000142634.12|mRNA|EFHD2|ENSG00000142634.12|ENSG00000142634.12|0|2531	0.0818867619494419	8.7263732303738	0.477133485126196	0.740835102903052	423.545523214441
ENSG00000215695.1|mRNA|RSC1A1|ENSG00000215695.1|ENSG00000215695.1|0|1854	-0.0597802294468769	5.18860549977713	0.660649574102745	0.850664423348191	36.4691709875239
ENSG00000116786.11|mRNA|PLEKHM2|ENSG00000116786.11|ENSG00000116786.11|0|4122	-0.043499139805181	6.02784069441435	0.713467100000502	0.879307470724444	65.2470465905163
ENSG00000065526.10|mRNA|SPEN|ENSG00000065526.10|ENSG00000065526.10|0|13294	-0.251954221411973	7.80397309883209	0.00093076639493707	0.0139344681983278	223.475536261802
ENSG00000055070.16|mRNA|SZRD1|ENSG00000055070.16|ENSG00000055070.16|0|4747	0.112776239122684	7.28866687957856	0.131937066752827	0.389522606501272	156.353410611802
ENSG00000157191.19|mRNA|NECAP2|ENSG00000157191.19|ENSG00000157191.19|0|5559	-0.096613785141788	6.57861654179365	0.281075331219164	0.576975949015012	95.5786537440845
ENSG00000206652.1|snRNA|RNU1-1|ENSG00000206652.1|ENSG00000206652.1|0|164	0.781410009553295	6.18975056730458	6.45884171451857e-08	4.92680445983477e-06	72.9962561412181
ENSG00000207513.1|snRNA|RNU1-3|ENSG00000207513.1|ENSG00000207513.1|0|164	0.761024693249473	5.97872312260082	2.89844614328516e-07	1.84244559841493e-05	63.0630535439588
ENSG00000207389.1|snRNA|RNU1-4|ENSG00000207389.1|ENSG00000207389.1|0|164	0.697862170136725	5.91473438199977	2.42422357839998e-06	0.000113680189278904	60.3271023105806
ENSG00000238142.1|lncRNA|BX284668.5|ENSG00000238142.1|ENSG00000238142.1|0|508	0.569346400401373	2.62730908293009	0.0262403168469621	0.149463346098973	6.17872465267853
ENSG00000207005.1|snRNA|RNU1-2|ENSG00000207005.1|ENSG00000207005.1|0|164	0.740324838127465	5.91342119254938	4.1979786252832e-07	2.52806691739423e-05	60.2722155408535
ENSG00000117118.9|mRNA|SDHB|ENSG00000117118.9|ENSG00000117118.9|0|2462	0.156201839748537	5.64445703132861	0.221733096804305	0.511447059452646	50.0208279182693
ENSG00000159339.13|mRNA|PADI4|ENSG00000159339.13|ENSG00000159339.13|0|2971	-0.0484348647799958	5.63290515219816	0.865853006678526	0.945152652396078	49.6219027820758
ENSG00000179051.13|mRNA|RCC2|ENSG00000179051.13|ENSG00000179051.13|0|4126	0.0482823967550053	6.85649255599719	0.501673023501004	0.754884631101852	115.880383658289
ENSG00000053371.12|mRNA|AKR7A2|ENSG00000053371.12|ENSG00000053371.12|0|1781	0.472284377672211	5.1836791340758	0.00124080678587682	0.0174843734532051	36.3448522133695
ENSG00000077549.17|mRNA|CAPZB|ENSG00000077549.17|ENSG00000077549.17|0|3238	-0.0389418961739589	8.6247582358193	0.693506529484713	0.868363067450655	394.739815989369
ENSG00000270136.5|mRNA|MINOS1-NBL1|ENSG00000270136.5|ENSG00000270136.5|0|2493	-0.0393397344989079	4.82597092552756	0.781128043824191	0.90948249978709	28.3636427591431
ENSG00000158825.5|mRNA|CDA|ENSG00000158825.5|ENSG00000158825.5|0|963	0.451441217946015	4.64433186638231	0.03625128196721	0.182404207681978	25.0082442065251
ENSG00000158828.7|mRNA|PINK1|ENSG00000158828.7|ENSG00000158828.7|0|4836	0.499618244865754	6.64142419770123	0.000103235863845542	0.0025025948180523	99.8315691593269
ENSG00000244038.9|mRNA|DDOST|ENSG00000244038.9|ENSG00000244038.9|0|2721	-0.211494167462455	4.69734239925451	0.135839045144906	0.397511599628647	25.9442405321663
ENSG00000127483.17|mRNA|HP1BP3|ENSG00000127483.17|ENSG00000127483.17|0|7442	-0.139581040089741	8.08790636915396	0.0622100446802658	0.250861322728507	272.083633846646
ENSG00000075151.20|mRNA|EIF4G3|ENSG00000075151.20|ENSG00000075151.20|0|9596	-0.102693632521512	9.11436438593327	0.710881951348001	0.878012876438237	554.238986169382
ENSG00000117298.14|mRNA|ECE1|ENSG00000117298.14|ENSG00000117298.14|0|7265	0.00325805513182693	6.69525027159852	0.978342822324395	0.996079519519154	103.626578785146
ENSG00000090686.15|mRNA|USP48|ENSG00000090686.15|ENSG00000090686.15|0|9497	-0.0833785549956492	7.44770206593657	0.445181369659569	0.718830375327128	174.574867309489
ENSG00000070831.15|mRNA|CDC42|ENSG00000070831.15|ENSG00000070831.15|0|3598	-0.236432208795838	8.92389312952731	0.056359920120225	0.236043267209229	485.690389548417
ENSG00000173372.16|mRNA|C1QA|ENSG00000173372.16|ENSG00000173372.16|0|1272	0.738036329660732	3.47268985214252	0.000654931524020171	0.0105843594602243	11.1015549042496
ENSG00000159189.11|mRNA|C1QC|ENSG00000159189.11|ENSG00000159189.11|0|1335	0.88602204898065	3.67560016180544	3.73123899365109e-05	0.00107810193346858	12.7780887670422
ENSG00000173369.15|mRNA|C1QB|ENSG00000173369.15|ENSG00000173369.15|0|1601	0.873875799708186	4.4406248232218	3.12606218970075e-05	0.000946254062818941	21.7150718801111
ENSG00000004487.15|mRNA|KDM1A|ENSG00000004487.15|ENSG00000004487.15|0|5435	-0.00356579750875863	6.9865492225355	0.970614031256325	0.992679107453222	126.812154798803
ENSG00000240553.1|lncRNA|AL031428.1|ENSG00000240553.1|ENSG00000240553.1|0|666	0.0714374062357503	2.49514789866894	0.812178761521338	0.921601300517512	5.63786095933475
ENSG00000125944.19|mRNA|HNRNPR|ENSG00000125944.19|ENSG00000125944.19|0|8676	-0.0825762141601548	7.8652129938817	0.208790594804915	0.495627729438305	233.165898564497
ENSG00000204219.9|mRNA|TCEA3|ENSG00000204219.9|ENSG00000204219.9|0|3515	0.151859993862674	5.32677113312823	0.480381016397294	0.743375654533113	40.1345031651836
ENSG00000117318.8|mRNA|ID3|ENSG00000117318.8|ENSG00000117318.8|0|1797	0.0394587354186777	4.54834764946266	0.851983795512385	0.939941536700704	23.3985568978882
ENSG00000142676.12|mRNA|RPL11|ENSG00000142676.12|ENSG00000142676.12|0|1987	-0.257944663300881	10.3531075641501	0.0350481584120419	0.179830057646001	1307.96440471276
ENSG00000011007.12|mRNA|ELOA|ENSG00000011007.12|ENSG00000011007.12|0|5391	-0.212486001318676	6.71232154790262	0.0195034570489329	0.123499609408622	104.860065935578
ENSG00000057757.9|mRNA|PITHD1|ENSG00000057757.9|ENSG00000057757.9|0|2186	0.155835519581421	6.46842650638238	0.280690185602039	0.576975949015012	88.5503746850038
ENSG00000011009.10|mRNA|LYPLA2|ENSG00000011009.10|ENSG00000011009.10|0|2196	0.137067842013774	4.87478344384578	0.331191208946729	0.626776350110565	29.3397250041338
ENSG00000189266.11|mRNA|PNRC2|ENSG00000189266.11|ENSG00000189266.11|0|2564	-0.217034449359205	7.90677474800615	0.00449423079378539	0.0441778253801482	239.98072890839
ENSG00000188529.14|mRNA|SRSF10|ENSG00000188529.14|ENSG00000188529.14|0|10277	-0.109462621371063	6.8281297105729	0.140666765824514	0.404399280041227	113.624466518647
ENSG00000117602.11|mRNA|RCAN3|ENSG00000117602.11|ENSG00000117602.11|0|7077	-0.574741371603284	7.23656892646146	1.169307274123e-06	5.97286331719436e-05	150.807976434722
ENSG00000133226.16|mRNA|SRRM1|ENSG00000133226.16|ENSG00000133226.16|0|8168	-0.190260502175736	8.55319540156208	0.0214883769177779	0.130504250898734	375.637009705128
ENSG00000169504.14|mRNA|CLIC4|ENSG00000169504.14|ENSG00000169504.14|0|4495	-0.0707844183243716	8.25897154318819	0.794937650059159	0.914322134296029	306.336092121919
ENSG00000020633.18|mRNA|RUNX3|ENSG00000020633.18|ENSG00000020633.18|0|4523	0.0167231539852835	7.20138677370413	0.900395343415378	0.961575837162474	147.174791512097
ENSG00000117614.9|mRNA|SYF2|ENSG00000117614.9|ENSG00000117614.9|0|3370	-0.11086090436723	7.87569248721918	0.155603684537696	0.42580834978773	234.865742523131
ENSG00000183726.10|mRNA|TMEM50A|ENSG00000183726.10|ENSG00000183726.10|0|3410	-0.0640783022713572	7.14036330596774	0.847071542776089	0.938041489982316	141.07937760401
ENSG00000204178.9|mRNA|TMEM57|ENSG00000204178.9|ENSG00000204178.9|0|3979	-0.136608927499575	5.70576216121836	0.291098954075646	0.58835763987587	52.1921946011327
ENSG00000157978.11|mRNA|LDLRAP1|ENSG00000157978.11|ENSG00000157978.11|0|5397	-0.157410851928296	7.43817784888963	0.570933498748048	0.799195142240662	173.426174991292
ENSG00000162430.16|mRNA|SELENON|ENSG00000162430.16|ENSG00000162430.16|0|4424	0.461267808680093	5.92487404123682	0.0319358183814931	0.168702508735477	60.7525913243696
ENSG00000255054.3|mRNA|AL020996.2|ENSG00000255054.3|ENSG00000255054.3|0|792	0.131051179914944	4.79485395861093	0.61291698014891	0.821219747884081	27.758427911583
ENSG00000117640.17|mRNA|MTFR1L|ENSG00000117640.17|ENSG00000117640.17|0|5817	-0.169084326712053	5.77106594232707	0.566318398763485	0.798246618666127	54.6089662744565
ENSG00000117632.22|mRNA|STMN1|ENSG00000117632.22|ENSG00000117632.22|0|6261	0.131176713836458	6.18315338149545	0.306571056580399	0.602523856075593	72.6632193859843
ENSG00000142684.8|mRNA|ZNF593|ENSG00000142684.8|ENSG00000142684.8|0|769	0.140738745949284	3.67352444828263	0.495359496779802	0.751792371429751	12.7597171921336
ENSG00000142669.14|mRNA|SH3BGRL3|ENSG00000142669.14|ENSG00000142669.14|0|1786	0.391890372073439	9.96629024765386	0.0416001270886283	0.199066496581692	1000.35076832604
ENSG00000158062.20|mRNA|UBXN11|ENSG00000158062.20|ENSG00000158062.20|0|4704	-0.14377889706956	5.63962334189212	0.395790334553803	0.677939073048595	49.8535156678353
ENSG00000169442.8|mRNA|CD52|ENSG00000169442.8|ENSG00000169442.8|0|935	-0.316171687448348	7.67366348207434	0.0264411200442757	0.150205448660379	204.175150665138
ENSG00000198830.10|mRNA|HMGN2|ENSG00000198830.10|ENSG00000198830.10|0|2509	-0.295424879821519	8.10064717601913	0.000285309459764751	0.00551986496571307	274.497114970465
ENSG00000117676.13|mRNA|RPS6KA1|ENSG00000117676.13|ENSG00000117676.13|0|5884	0.00288389870343105	6.91789551825611	0.981780193904297	0.997471939145176	120.918863838146
ENSG00000117713.18|mRNA|ARID1A|ENSG00000117713.18|ENSG00000117713.18|0|15922	-0.152506299947201	8.56690594903864	0.0455384502027239	0.208754385905275	379.223865444161
ENSG00000090273.13|mRNA|NUDC|ENSG00000090273.13|ENSG00000090273.13|0|2856	-0.0419759340835623	7.00218064698338	0.669870140061026	0.856385937718241	128.193619483429
ENSG00000142784.15|mRNA|WDTC1|ENSG00000142784.15|ENSG00000142784.15|0|6024	0.100595102557542	6.64355139783428	0.188788463058677	0.472053670086841	99.9788756640845
ENSG00000158195.10|mRNA|WASF2|ENSG00000158195.10|ENSG00000158195.10|0|5676	-0.0301543838243816	8.65215815365063	0.701926158902008	0.873219047506677	402.308428677981
ENSG00000000938.12|mRNA|FGR|ENSG00000000938.12|ENSG00000000938.12|0|3474	0.030823014364878	7.46021791515303	0.778785205200751	0.908450679585264	176.095949526274
ENSG00000126709.14|mRNA|IFI6|ENSG00000126709.14|ENSG00000126709.14|0|865	0.607950792867488	4.11288669635514	0.0196766958968002	0.12411287455964	17.3022373121031
ENSG00000117758.13|mRNA|STX12|ENSG00000117758.13|ENSG00000117758.13|0|3846	0.127146492722998	5.57006589915301	0.225911147634125	0.516768362900771	47.5069242229282
ENSG00000117751.17|mRNA|PPP1R8|ENSG00000117751.17|ENSG00000117751.17|0|2819	-0.0766736391624036	5.51471996240145	0.432111526638099	0.709975943543957	45.718937232189
ENSG00000130775.15|mRNA|THEMIS2|ENSG00000130775.15|ENSG00000130775.15|0|4621	-0.067450097281743	7.30328825108345	0.559021947489999	0.792630481881446	157.946072275698
ENSG00000117748.9|mRNA|RPA2|ENSG00000117748.9|ENSG00000117748.9|0|2019	-0.245067012325756	6.35863490052691	0.0311398283820057	0.166030715911887	82.0615728177553
ENSG00000126698.10|mRNA|DNAJC8|ENSG00000126698.10|ENSG00000126698.10|0|2888	-0.0194886719000488	7.41756249090169	0.756845082999623	0.897865877746311	170.965627443573
ENSG00000130770.17|mRNA|ATPIF1|ENSG00000130770.17|ENSG00000130770.17|0|2225	-0.0375165736188716	7.20467394084359	0.616160916890717	0.82362100063958	147.51051021695
ENSG00000204138.12|mRNA|PHACTR4|ENSG00000204138.12|ENSG00000204138.12|0|7322	0.0671990739503231	6.83487548627974	0.376528080480475	0.661787142374438	114.156997588616
ENSG00000274266.1|snoRNA|SNORA73A|ENSG00000274266.1|ENSG00000274266.1|0|206	0.139297735925617	2.01103331477304	0.706757201993035	0.875847995524786	4.03070811784448
ENSG00000200087.1|snoRNA|SNORA73B|ENSG00000200087.1|ENSG00000200087.1|0|204	-0.154895840486859	3.70974904707604	0.624854286179185	0.829803010963584	13.0841567850664
ENSG00000273544.1|snoRNA|SNORA44|ENSG00000273544.1|ENSG00000273544.1|0|132	-0.183057340923251	0.285048459963687	0.858270296722722	0.942449974577868	1.21845119062587
ENSG00000120656.11|mRNA|TAF12|ENSG00000120656.11|ENSG00000120656.11|0|2337	0.0149227318050936	5.27890178628583	0.914849416350293	0.966479109427271	38.8246707879969
ENSG00000270103.3|lncRNA|AL360012.1|ENSG00000270103.3|ENSG00000270103.3|0|131	1.77140091963584	4.66474558105338	1.56099873145473e-21	4.46523687132626e-18	25.3646189322406
ENSG00000274978.1|snRNA|RNU11|ENSG00000274978.1|ENSG00000274978.1|0|134	1.77140091963584	4.66474558105338	1.56099873145473e-21	4.46523687132626e-18	25.3646189322406
ENSG00000198492.15|mRNA|YTHDF2|ENSG00000198492.15|ENSG00000198492.15|0|3859	0.00115524706911285	6.23205440225195	1	1	75.1684006119779
ENSG00000159023.19|mRNA|EPB41|ENSG00000159023.19|ENSG00000159023.19|0|10739	0.0531825507558324	10.4461980565754	0.64734338051238	0.843503078851594	1395.14374294687
ENSG00000116350.16|mRNA|SRSF4|ENSG00000116350.16|ENSG00000116350.16|0|8893	-0.0496446284443749	7.6415519654862	0.421849272034437	0.700384520342951	199.680821644556
ENSG00000162511.7|mRNA|LAPTM5|ENSG00000162511.7|ENSG00000162511.7|0|3274	-0.094496639497484	8.68880385026747	0.261497510807997	0.557387205414513	412.658300625964
ENSG00000134644.15|mRNA|PUM1|ENSG00000134644.15|ENSG00000134644.15|0|6621	-0.170106307220644	7.14028425641035	0.0379353924607897	0.188720330667981	141.071647656576
ENSG00000060688.12|mRNA|SNRNP40|ENSG00000060688.12|ENSG00000060688.12|0|3881	-0.0823417448731395	5.68733428005733	0.466143487497369	0.731654778505545	51.5297711446236
ENSG00000121766.15|mRNA|ZCCHC17|ENSG00000121766.15|ENSG00000121766.15|0|1921	-0.343571729770991	7.67904674470174	0.155984690058926	0.426368089740619	204.938431622
ENSG00000162517.12|mRNA|PEF1|ENSG00000162517.12|ENSG00000162517.12|0|2227	0.0370777925614935	5.33647339370117	0.710532343878966	0.877837826976396	40.4053211115978
ENSG00000184007.18|mRNA|PTP4A2|ENSG00000184007.18|ENSG00000184007.18|0|6267	-0.0549166344673383	9.84438806278471	0.669465090762422	0.856250790130073	919.29753553237
ENSG00000121774.17|mRNA|KHDRBS1|ENSG00000121774.17|ENSG00000121774.17|0|3588	-0.101378567644343	7.81485985354865	0.226239810252445	0.516900141555206	225.16828904928
ENSG00000025800.13|mRNA|KPNA6|ENSG00000025800.13|ENSG00000025800.13|0|7480	0.0335134620689806	6.39541913597791	0.729387289569318	0.885818118943982	84.1807895497914
ENSG00000250135.1|lncRNA|AL049795.2|ENSG00000250135.1|ENSG00000250135.1|0|667	-0.0253706374101349	3.76558394084996	0.87480130420468	0.951471152348854	13.6004637545781
ENSG00000084652.15|mRNA|TXLNA|ENSG00000084652.15|ENSG00000084652.15|0|5103	-0.0396736093472658	6.4107779591135	0.729390700544617	0.885818118943982	85.0817592363487
ENSG00000084623.11|mRNA|EIF3I|ENSG00000084623.11|ENSG00000084623.11|0|1725	-0.0430810781640007	6.67137730805797	0.684054515759892	0.864092710236773	101.925929848349
ENSG00000182866.16|mRNA|LCK|ENSG00000182866.16|ENSG00000182866.16|0|3339	-0.106379158647716	6.51371442062342	0.460312209745435	0.727336491268247	91.3741655269077
ENSG00000116478.11|mRNA|HDAC1|ENSG00000116478.11|ENSG00000116478.11|0|3963	-0.100429976648615	6.52207609652585	0.340919765506353	0.633011623006325	91.9052961972949
ENSG00000175130.6|mRNA|MARCKSL1|ENSG00000175130.6|ENSG00000175130.6|0|1699	0.23297401890462	6.0038282096159	0.109520021876497	0.353591447604649	64.1700503284932
ENSG00000160058.18|mRNA|BSDC1|ENSG00000160058.18|ENSG00000160058.18|0|6271	-0.0851956530336476	6.31210431620274	0.527238528882179	0.770848868830806	79.4571045136489
ENSG00000176261.15|mRNA|ZBTB8OS|ENSG00000176261.15|ENSG00000176261.15|0|3531	-0.0244948337079797	5.73068112290973	0.812624870656341	0.921601300517512	53.1015152187063
ENSG00000162521.18|mRNA|RBBP4|ENSG00000162521.18|ENSG00000162521.18|0|9470	-0.158848808593214	7.27928361258913	0.0176202862095663	0.11718692073657	155.33979022448
ENSG00000116514.16|mRNA|RNF19B|ENSG00000116514.16|ENSG00000116514.16|0|2610	-0.0114230808816883	5.93961594138462	0.902045515312374	0.962345264943317	61.3765624595253
ENSG00000004455.16|mRNA|AK2|ENSG00000004455.16|ENSG00000004455.16|0|5727	-0.0522061068223071	6.07274218992332	0.595818778314266	0.811788490730925	67.3096845315686
ENSG00000160094.14|mRNA|ZNF362|ENSG00000160094.14|ENSG00000160094.14|0|3331	-0.00749893687463428	6.1842684439832	0.943770481176518	0.979041913731306	72.7194026733612
ENSG00000134686.18|mRNA|PHC2|ENSG00000134686.18|ENSG00000134686.18|0|4975	0.243699459674293	6.11338540677722	0.0709106000491197	0.271903178874674	69.2328775143359
ENSG00000271741.1|mRNA|AC114490.2|ENSG00000271741.1|ENSG00000271741.1|0|3099	-0.151459137593164	5.22341742399225	0.192611267259807	0.476929792406497	37.3598672589334
ENSG00000116560.10|mRNA|SFPQ|ENSG00000116560.10|ENSG00000116560.10|0|7426	-0.0534007824607061	8.44369576455114	0.496993863548682	0.751997326993391	348.181505977159
ENSG00000146463.11|mRNA|ZMYM4|ENSG00000146463.11|ENSG00000146463.11|0|7647	-0.0974842853879508	7.37343441007129	0.361310427205229	0.650017910075823	165.81542503899
ENSG00000134698.10|mRNA|AGO4|ENSG00000134698.10|ENSG00000134698.10|0|7267	-0.0190445749645181	6.75259133154881	0.852235933447138	0.939941536700704	107.828245624766
ENSG00000116863.10|mRNA|ADPRHL2|ENSG00000116863.10|ENSG00000116863.10|0|1668	-0.113933122759316	3.99954993711904	0.437362747821964	0.714492098979633	15.9950094213983
ENSG00000116871.15|mRNA|MAP7D1|ENSG00000116871.15|ENSG00000116871.15|0|5271	0.0582836303609561	7.0417428014833	0.560411709628374	0.793985980877644	131.75763930451
ENSG00000054118.13|mRNA|THRAP3|ENSG00000054118.13|ENSG00000054118.13|0|4736	-0.193632916309321	8.42312525533291	0.0180677256465552	0.118762890820304	343.252223439693
ENSG00000142694.6|mRNA|EVA1B|ENSG00000142694.6|ENSG00000142694.6|0|1211	0.287515119003485	3.88183144133879	0.276724677786635	0.573602131020774	14.7417045173477
ENSG00000196182.10|mRNA|STK40|ENSG00000196182.10|ENSG00000196182.10|0|5590	0.0909296120671986	7.90075460605472	0.577878658513556	0.804224251651946	238.981413107548
ENSG00000181817.5|mRNA|LSM10|ENSG00000181817.5|ENSG00000181817.5|0|1496	0.0711699196553864	4.70424819449215	0.588441374842302	0.808017199627278	26.0687263739893
ENSG00000116898.11|mRNA|MRPS15|ENSG00000116898.11|ENSG00000116898.11|0|2916	-0.0543018316155654	5.64124954425436	0.667653002111876	0.85431510290361	49.909742113374
ENSG00000163875.15|mRNA|MEAF6|ENSG00000163875.15|ENSG00000163875.15|0|3487	0.0622865680437486	6.64716084252466	0.45141315390493	0.722800462826867	100.229323618937
ENSG00000134697.12|mRNA|GNL2|ENSG00000134697.12|ENSG00000134697.12|0|5745	-0.202009684356239	6.61248978606223	0.0780864327129844	0.289147237249828	97.8493109278906
ENSG00000183431.11|mRNA|SF3A3|ENSG00000183431.11|ENSG00000183431.11|0|4740	-0.0960530217135611	6.8712779299738	0.306616804964428	0.602523856075593	117.074083181714
ENSG00000183520.11|mRNA|UTP11|ENSG00000183520.11|ENSG00000183520.11|0|3385	0.0588615289825174	5.14408342404998	0.665816395201216	0.853411484339102	35.3609082041248
ENSG00000273637.1|lncRNA|AL139260.2|ENSG00000273637.1|ENSG00000273637.1|0|2171	0.0794972406583013	5.5428611092393	0.432524724334001	0.710301971503951	46.6194832899527
ENSG00000214114.8|mRNA|MYCBP|ENSG00000214114.8|ENSG00000214114.8|0|3039	-0.0409167430125538	5.31886156775058	0.811881282212209	0.921601300517512	39.9150681101042
ENSG00000174574.15|mRNA|AKIRIN1|ENSG00000174574.15|ENSG00000174574.15|0|2741	-0.0814966645478471	6.46989533610546	0.457162701630206	0.725902807667613	88.6405750751806
ENSG00000168653.10|mRNA|NDUFS5|ENSG00000168653.10|ENSG00000168653.10|0|548	0.0950398610827991	6.88266419498659	0.307150621906061	0.60281602330174	118.001729542235
ENSG00000127603.24|mRNA|MACF1|ENSG00000127603.24|ENSG00000127603.24|0|42672	-0.126507240170297	9.24877304340245	0.254886872285403	0.549119657144593	608.356439078015
ENSG00000090621.13|mRNA|PABPC4|ENSG00000090621.13|ENSG00000090621.13|0|6782	-0.145690140433783	7.71885672733864	0.233277014221544	0.524392062224541	210.672285689745
ENSG00000131236.16|mRNA|CAP1|ENSG00000131236.16|ENSG00000131236.16|0|3814	-0.115368962715355	9.85902106139626	0.27828351802232	0.575389630087345	928.669254043605
ENSG00000084070.11|mRNA|SMAP2|ENSG00000084070.11|ENSG00000084070.11|0|3631	-0.269649507163827	8.55322035883838	0.00716259885996815	0.061962247320041	375.643507930646
